日期,板块,热度分,置信度,股票代码,股票名称,匹配线索
20251024,计算机,-0.5,观察,300036,超图软件,软件|信创|操作系统|数据库
20251024,计算机,-0.5,观察,300271,华宇软件,软件|信创|操作系统|数据库
20251024,计算机,-0.5,观察,300339,润和软件,软件|信创|操作系统|数据库
20251024,计算机,-0.5,观察,300525,博思软件,软件|信创|操作系统|数据库
20251024,计算机,-0.5,观察,300663,科蓝软件,软件|信创|操作系统|数据库
20251024,计算机,-0.5,观察,300996,普联软件,软件|信创|操作系统|数据库
20251024,计算机,-0.5,观察,301185,鸥玛软件,软件|信创|操作系统|数据库
20251024,计算机,-0.5,观察,600536,中国软件,软件|信创|操作系统|数据库
20251024,计算机,-0.5,观察,600756,浪潮软件,软件|信创|操作系统|数据库
20251024,计算机,-0.5,观察,600783,鲁信创投,软件|信创|操作系统|数据库
20251024,计算机,-0.5,观察,600845,宝信软件,软件|信创|操作系统|数据库
20251024,计算机,-0.5,观察,603232,格尔软件,软件|信创|操作系统|数据库
20251024,计算机,-0.5,观察,603383,顶点软件,软件|信创|操作系统|数据库
20251024,计算机,-0.5,观察,603636,南威软件,软件|信创|操作系统|数据库
20251024,计算机,-0.5,观察,688083,中望软件,软件|信创|操作系统|数据库
20251024,计算机,-0.5,观察,688095,福昕软件,软件|信创|操作系统|数据库
20251024,计算机,-0.5,观察,688232,新点软件,软件|信创|操作系统|数据库
20251024,计算机,-0.5,观察,688435,英方软件,软件|信创|操作系统|数据库
20251024,计算机,-0.5,观察,688562,航天软件,软件|信创|操作系统|数据库
20251024,计算机,-0.5,观察,688588,凌志软件,软件|信创|操作系统|数据库
20251024,计算机,-0.5,观察,688590,新致软件,软件|信创|操作系统|数据库
20251024,计算机,-0.5,观察,688657,浩辰软件,软件|信创|操作系统|数据库
20251024,计算机,-0.5,观察,920799,艾融软件,软件|信创|操作系统|数据库
20251024,计算机,-0.5,观察,920953,国子软件,软件|信创|操作系统|数据库
20251024,消费,-2.8999999999999986,观察,000921,海信家电,消费|白酒|食品饮料|家电
20251024,消费,-2.8999999999999986,观察,000978,桂林旅游,消费|白酒|食品饮料|家电
20251024,消费,-2.8999999999999986,观察,002059,云南旅游,消费|白酒|食品饮料|家电
20251024,消费,-2.8999999999999986,观察,002627,三峡旅游,消费|白酒|食品饮料|家电
20251024,消费,-2.8999999999999986,观察,002707,众信旅游,消费|白酒|食品饮料|家电
20251024,消费,-2.8999999999999986,观察,300859,西域旅游,消费|白酒|食品饮料|家电
20251024,消费,-2.8999999999999986,观察,600054,黄山旅游,消费|白酒|食品饮料|家电
20251024,消费,-2.8999999999999986,观察,600749,西藏旅游,消费|白酒|食品饮料|家电
20251024,消费,-2.8999999999999986,观察,603199,九华旅游,消费|白酒|食品饮料|家电
20251024,消费,-2.8999999999999986,观察,603402,陕西旅游,消费|白酒|食品饮料|家电
20251024,农业,-3.5999999999999996,观察,000816,智慧农业,农业|种业|养殖|猪肉
20251024,农业,-3.5999999999999996,观察,000860,顺鑫农业,农业|种业|养殖|猪肉
20251024,农业,-3.5999999999999996,观察,001313,粤海饲料,农业|种业|养殖|猪肉
20251024,农业,-3.5999999999999996,观察,002041,登海种业,农业|种业|养殖|猪肉
20251024,农业,-3.5999999999999996,观察,002321,华英农业,农业|种业|养殖|猪肉
20251024,农业,-3.5999999999999996,观察,300189,神农种业,农业|种业|养殖|猪肉
20251024,农业,-3.5999999999999996,观察,600313,农发种业,农业|种业|养殖|猪肉
20251024,农业,-3.5999999999999996,观察,600354,敦煌种业,农业|种业|养殖|猪肉
20251024,农业,-3.5999999999999996,观察,601288,农业银行,农业|种业|养殖|猪肉
20251024,农业,-3.5999999999999996,观察,920087,秋乐种业,农业|种业|养殖|猪肉
20251024,农业,-3.5999999999999996,观察,920403,康农种业,农业|种业|养殖|猪肉
20251024,教育,-12.7,观察,000526,学大教育,教育|职业教育|培训|教育信息化
20251024,教育,-12.7,观察,002607,中公教育,教育|职业教育|培训|教育信息化
20251024,教育,-12.7,观察,002659,凯文教育,教育|职业教育|培训|教育信息化
20251024,教育,-12.7,观察,003032,传智教育,教育|职业教育|培训|教育信息化
20251024,教育,-12.7,观察,300192,科德教育,教育|职业教育|培训|教育信息化
20251024,教育,-12.7,观察,300359,全通教育,教育|职业教育|培训|教育信息化
20251024,教育,-12.7,观察,300559,佳发教育,教育|职业教育|培训|教育信息化
20251024,教育,-12.7,观察,600661,昂立教育,教育|职业教育|培训|教育信息化
20251024,教育,-12.7,观察,605098,行动教育,教育|职业教育|培训|教育信息化
